forecast_date,location,actual_price,predicted_price,forecast_horizon,model,error
2026-01-26,Andhra Pradesh|West Godavari|West Godavari Mandi,3630.5,3645.43,15D,ARIMA Baseline,14.93
2026-02-02,Andhra Pradesh|West Godavari|West Godavari Mandi,3634.0,3309.5,15D,LightGBM,-324.5
2026-02-02,Andhra Pradesh|West Godavari|West Godavari Mandi,3634.0,3645.43,15D,ARIMA Baseline,11.43
2026-02-09,Andhra Pradesh|West Godavari|West Godavari Mandi,3637.5,3309.21,15D,LightGBM,-328.29
2026-02-09,Andhra Pradesh|West Godavari|West Godavari Mandi,3637.5,3645.43,15D,ARIMA Baseline,7.93
2026-02-16,Andhra Pradesh|West Godavari|West Godavari Mandi,3641.0,3308.65,15D,LightGBM,-332.35
2026-02-16,Andhra Pradesh|West Godavari|West Godavari Mandi,3641.0,3645.43,15D,ARIMA Baseline,4.43
2026-02-23,Andhra Pradesh|West Godavari|West Godavari Mandi,3644.5,3308.69,15D,LightGBM,-335.81
2026-02-23,Andhra Pradesh|West Godavari|West Godavari Mandi,3644.5,3645.43,15D,ARIMA Baseline,0.93
2026-03-02,Andhra Pradesh|West Godavari|West Godavari Mandi,3648.0,3308.57,15D,LightGBM,-339.43
2026-03-02,Andhra Pradesh|West Godavari|West Godavari Mandi,3648.0,3645.43,15D,ARIMA Baseline,-2.57
2026-03-09,Andhra Pradesh|West Godavari|West Godavari Mandi,3651.5,3308.55,15D,LightGBM,-342.95
2026-03-09,Andhra Pradesh|West Godavari|West Godavari Mandi,3651.5,3645.43,15D,ARIMA Baseline,-6.07
2026-03-16,Andhra Pradesh|West Godavari|West Godavari Mandi,3655.0,3309.33,15D,LightGBM,-345.67
2026-03-16,Andhra Pradesh|West Godavari|West Godavari Mandi,3655.0,3645.43,15D,ARIMA Baseline,-9.57
2026-03-23,Andhra Pradesh|West Godavari|West Godavari Mandi,3658.5,3308.74,15D,LightGBM,-349.76
2026-03-23,Andhra Pradesh|West Godavari|West Godavari Mandi,3658.5,3645.43,15D,ARIMA Baseline,-13.07
2026-03-30,Andhra Pradesh|West Godavari|West Godavari Mandi,3662.0,3309.21,15D,LightGBM,-352.79
2026-03-30,Andhra Pradesh|West Godavari|West Godavari Mandi,3662.0,3645.43,15D,ARIMA Baseline,-16.57
2026-04-06,Andhra Pradesh|West Godavari|West Godavari Mandi,3665.5,3309.17,15D,LightGBM,-356.33
2026-04-06,Andhra Pradesh|West Godavari|West Godavari Mandi,3665.5,3645.43,15D,ARIMA Baseline,-20.07
2026-04-13,Andhra Pradesh|West Godavari|West Godavari Mandi,3669.0,3309.32,15D,LightGBM,-359.68
2026-04-13,Andhra Pradesh|West Godavari|West Godavari Mandi,3669.0,3645.43,15D,ARIMA Baseline,-23.57
2026-04-20,Andhra Pradesh|West Godavari|West Godavari Mandi,,3310.52,15D,LightGBM,
2026-04-20,Andhra Pradesh|West Godavari|West Godavari Mandi,,3645.43,15D,ARIMA Baseline,
2026-04-27,Andhra Pradesh|West Godavari|West Godavari Mandi,,3310.07,15D,LightGBM,
2026-04-27,Andhra Pradesh|West Godavari|West Godavari Mandi,,3645.43,15D,ARIMA Baseline,
2026-05-04,Andhra Pradesh|West Godavari|West Godavari Mandi,,3316.23,15D,LightGBM,
2026-05-04,Andhra Pradesh|West Godavari|West Godavari Mandi,,3645.43,15D,ARIMA Baseline,
2026-05-11,Andhra Pradesh|West Godavari|West Godavari Mandi,,3323.87,15D,LightGBM,
2026-05-11,Andhra Pradesh|West Godavari|West Godavari Mandi,,3645.43,15D,ARIMA Baseline,
2026-05-18,Andhra Pradesh|West Godavari|West Godavari Mandi,,3321.31,15D,LightGBM,
2026-05-18,Andhra Pradesh|West Godavari|West Godavari Mandi,,3645.43,15D,ARIMA Baseline,
2026-05-25,Andhra Pradesh|West Godavari|West Godavari Mandi,,3315.07,15D,LightGBM,
2026-05-25,Andhra Pradesh|West Godavari|West Godavari Mandi,,3645.43,15D,ARIMA Baseline,
2026-06-01,Andhra Pradesh|West Godavari|West Godavari Mandi,,3389.41,15D,LightGBM,
2026-06-01,Andhra Pradesh|West Godavari|West Godavari Mandi,,3645.43,15D,ARIMA Baseline,
2026-06-08,Andhra Pradesh|West Godavari|West Godavari Mandi,,3387.07,15D,LightGBM,
2026-06-08,Andhra Pradesh|West Godavari|West Godavari Mandi,,3645.43,15D,ARIMA Baseline,
2026-06-15,Andhra Pradesh|West Godavari|West Godavari Mandi,,3386.07,15D,LightGBM,
2026-06-15,Andhra Pradesh|West Godavari|West Godavari Mandi,,3645.43,15D,ARIMA Baseline,
2026-06-22,Andhra Pradesh|West Godavari|West Godavari Mandi,,3381.01,15D,LightGBM,
2026-06-22,Andhra Pradesh|West Godavari|West Godavari Mandi,,3645.43,15D,ARIMA Baseline,
2026-06-29,Andhra Pradesh|West Godavari|West Godavari Mandi,,3381.46,15D,LightGBM,
2026-06-29,Andhra Pradesh|West Godavari|West Godavari Mandi,,3645.43,15D,ARIMA Baseline,
2026-07-06,Andhra Pradesh|West Godavari|West Godavari Mandi,,3435.53,15D,LightGBM,
2026-07-06,Andhra Pradesh|West Godavari|West Godavari Mandi,,3645.43,15D,ARIMA Baseline,
2026-07-13,Andhra Pradesh|West Godavari|West Godavari Mandi,,3437.03,15D,LightGBM,
2026-07-13,Andhra Pradesh|West Godavari|West Godavari Mandi,,3645.43,15D,ARIMA Baseline,
2026-07-20,Andhra Pradesh|West Godavari|West Godavari Mandi,,3431.57,15D,LightGBM,
2026-07-20,Andhra Pradesh|West Godavari|West Godavari Mandi,,3645.43,15D,ARIMA Baseline,
2026-07-27,Andhra Pradesh|West Godavari|West Godavari Mandi,,3436.65,15D,LightGBM,
2026-07-27,Andhra Pradesh|West Godavari|West Godavari Mandi,,3645.43,15D,ARIMA Baseline,
2026-01-05,Assam|Central|Central Mandi,3620.0,3304.35,15D,LightGBM,-315.65
2026-01-05,Assam|Central|Central Mandi,3620.0,3645.43,15D,ARIMA Baseline,25.43
2026-01-12,Assam|Central|Central Mandi,3623.5,3303.6,15D,LightGBM,-319.9
2026-01-12,Assam|Central|Central Mandi,3623.5,3645.43,15D,ARIMA Baseline,21.93
2026-01-19,Assam|Central|Central Mandi,3627.0,3303.83,15D,LightGBM,-323.17
2026-01-19,Assam|Central|Central Mandi,3627.0,3645.43,15D,ARIMA Baseline,18.43
2026-01-26,Assam|Central|Central Mandi,3630.5,3303.75,15D,LightGBM,-326.75
2026-01-26,Assam|Central|Central Mandi,3630.5,3645.43,15D,ARIMA Baseline,14.93
2026-02-02,Assam|Central|Central Mandi,3634.0,3309.5,15D,LightGBM,-324.5
2026-02-02,Assam|Central|Central Mandi,3634.0,3645.43,15D,ARIMA Baseline,11.43
2026-02-09,Assam|Central|Central Mandi,3637.5,3309.21,15D,LightGBM,-328.29
2026-02-09,Assam|Central|Central Mandi,3637.5,3645.43,15D,ARIMA Baseline,7.93
2026-02-16,Assam|Central|Central Mandi,3641.0,3308.65,15D,LightGBM,-332.35
2026-02-16,Assam|Central|Central Mandi,3641.0,3645.43,15D,ARIMA Baseline,4.43
2026-02-23,Assam|Central|Central Mandi,3644.5,3308.69,15D,LightGBM,-335.81
2026-02-23,Assam|Central|Central Mandi,3644.5,3645.43,15D,ARIMA Baseline,0.93
2026-03-02,Assam|Central|Central Mandi,3648.0,3308.57,15D,LightGBM,-339.43
2026-03-02,Assam|Central|Central Mandi,3648.0,3645.43,15D,ARIMA Baseline,-2.57
2026-03-09,Assam|Central|Central Mandi,3651.5,3308.55,15D,LightGBM,-342.95
2026-03-09,Assam|Central|Central Mandi,3651.5,3645.43,15D,ARIMA Baseline,-6.07
2026-03-16,Assam|Central|Central Mandi,3655.0,3309.33,15D,LightGBM,-345.67
2026-03-16,Assam|Central|Central Mandi,3655.0,3645.43,15D,ARIMA Baseline,-9.57
2026-03-23,Assam|Central|Central Mandi,3658.5,3308.74,15D,LightGBM,-349.76
2026-03-23,Assam|Central|Central Mandi,3658.5,3645.43,15D,ARIMA Baseline,-13.07
2026-03-30,Assam|Central|Central Mandi,3662.0,3309.21,15D,LightGBM,-352.79
2026-03-30,Assam|Central|Central Mandi,3662.0,3645.43,15D,ARIMA Baseline,-16.57
2026-04-06,Assam|Central|Central Mandi,3665.5,3309.17,15D,LightGBM,-356.33
2026-04-06,Assam|Central|Central Mandi,3665.5,3645.43,15D,ARIMA Baseline,-20.07
2026-04-13,Assam|Central|Central Mandi,3669.0,3309.32,15D,LightGBM,-359.68
2026-04-13,Assam|Central|Central Mandi,3669.0,3645.43,15D,ARIMA Baseline,-23.57
2026-04-20,Assam|Central|Central Mandi,,3310.52,15D,LightGBM,
2026-04-20,Assam|Central|Central Mandi,,3645.43,15D,ARIMA Baseline,
2026-04-27,Assam|Central|Central Mandi,,3310.07,15D,LightGBM,
2026-04-27,Assam|Central|Central Mandi,,3645.43,15D,ARIMA Baseline,
2026-05-04,Assam|Central|Central Mandi,,3316.23,15D,LightGBM,
2026-05-04,Assam|Central|Central Mandi,,3645.43,15D,ARIMA Baseline,
2026-05-11,Assam|Central|Central Mandi,,3323.87,15D,LightGBM,
2026-05-11,Assam|Central|Central Mandi,,3645.43,15D,ARIMA Baseline,
2026-05-18,Assam|Central|Central Mandi,,3321.31,15D,LightGBM,
2026-05-18,Assam|Central|Central Mandi,,3645.43,15D,ARIMA Baseline,
2026-05-25,Assam|Central|Central Mandi,,3315.07,15D,LightGBM,
2026-05-25,Assam|Central|Central Mandi,,3645.43,15D,ARIMA Baseline,
2026-06-01,Assam|Central|Central Mandi,,3389.41,15D,LightGBM,
2026-06-01,Assam|Central|Central Mandi,,3645.43,15D,ARIMA Baseline,
2026-06-08,Assam|Central|Central Mandi,,3387.07,15D,LightGBM,
2026-06-08,Assam|Central|Central Mandi,,3645.43,15D,ARIMA Baseline,
2026-06-15,Assam|Central|Central Mandi,,3386.07,15D,LightGBM,
2026-06-15,Assam|Central|Central Mandi,,3645.43,15D,ARIMA Baseline,
2026-06-22,Assam|Central|Central Mandi,,3381.01,15D,LightGBM,
2026-06-22,Assam|Central|Central Mandi,,3645.43,15D,ARIMA Baseline,
2026-06-29,Assam|Central|Central Mandi,,3381.46,15D,LightGBM,
2026-06-29,Assam|Central|Central Mandi,,3645.43,15D,ARIMA Baseline,
2026-07-06,Assam|Central|Central Mandi,,3435.53,15D,LightGBM,
2026-07-06,Assam|Central|Central Mandi,,3645.43,15D,ARIMA Baseline,
2026-07-13,Assam|Central|Central Mandi,,3437.03,15D,LightGBM,
2026-07-13,Assam|Central|Central Mandi,,3645.43,15D,ARIMA Baseline,
2026-07-20,Assam|Central|Central Mandi,,3431.57,15D,LightGBM,
2026-07-20,Assam|Central|Central Mandi,,3645.43,15D,ARIMA Baseline,
2026-07-27,Assam|Central|Central Mandi,,3436.65,15D,LightGBM,
2026-07-27,Assam|Central|Central Mandi,,3645.43,15D,ARIMA Baseline,
2026-01-05,Bihar|Central|Central Mandi,3620.0,3304.35,15D,LightGBM,-315.65
2026-01-05,Bihar|Central|Central Mandi,3620.0,3645.43,15D,ARIMA Baseline,25.43
2026-01-12,Bihar|Central|Central Mandi,3623.5,3303.6,15D,LightGBM,-319.9
2026-01-12,Bihar|Central|Central Mandi,3623.5,3645.43,15D,ARIMA Baseline,21.93
2026-01-19,Bihar|Central|Central Mandi,3627.0,3303.83,15D,LightGBM,-323.17
2026-01-19,Bihar|Central|Central Mandi,3627.0,3645.43,15D,ARIMA Baseline,18.43
2026-01-26,Bihar|Central|Central Mandi,3630.5,3303.75,15D,LightGBM,-326.75
2026-01-26,Bihar|Central|Central Mandi,3630.5,3645.43,15D,ARIMA Baseline,14.93
2026-02-02,Bihar|Central|Central Mandi,3634.0,3309.5,15D,LightGBM,-324.5
2026-02-02,Bihar|Central|Central Mandi,3634.0,3645.43,15D,ARIMA Baseline,11.43
2026-02-09,Bihar|Central|Central Mandi,3637.5,3309.21,15D,LightGBM,-328.29
2026-02-09,Bihar|Central|Central Mandi,3637.5,3645.43,15D,ARIMA Baseline,7.93
2026-02-16,Bihar|Central|Central Mandi,3641.0,3308.65,15D,LightGBM,-332.35
2026-02-16,Bihar|Central|Central Mandi,3641.0,3645.43,15D,ARIMA Baseline,4.43
2026-02-23,Bihar|Central|Central Mandi,3644.5,3308.69,15D,LightGBM,-335.81
2026-02-23,Bihar|Central|Central Mandi,3644.5,3645.43,15D,ARIMA Baseline,0.93
2026-03-02,Bihar|Central|Central Mandi,3648.0,3308.57,15D,LightGBM,-339.43
2026-03-02,Bihar|Central|Central Mandi,3648.0,3645.43,15D,ARIMA Baseline,-2.57
2026-03-09,Bihar|Central|Central Mandi,3651.5,3308.55,15D,LightGBM,-342.95
2026-03-09,Bihar|Central|Central Mandi,3651.5,3645.43,15D,ARIMA Baseline,-6.07
2026-03-16,Bihar|Central|Central Mandi,3655.0,3309.33,15D,LightGBM,-345.67
2026-03-16,Bihar|Central|Central Mandi,3655.0,3645.43,15D,ARIMA Baseline,-9.57
2026-03-23,Bihar|Central|Central Mandi,3658.5,3308.74,15D,LightGBM,-349.76
2026-03-23,Bihar|Central|Central Mandi,3658.5,3645.43,15D,ARIMA Baseline,-13.07
2026-03-30,Bihar|Central|Central Mandi,3662.0,3309.21,15D,LightGBM,-352.79
2026-03-30,Bihar|Central|Central Mandi,3662.0,3645.43,15D,ARIMA Baseline,-16.57
2026-04-06,Bihar|Central|Central Mandi,3665.5,3309.17,15D,LightGBM,-356.33
2026-04-06,Bihar|Central|Central Mandi,3665.5,3645.43,15D,ARIMA Baseline,-20.07
2026-04-13,Bihar|Central|Central Mandi,3669.0,3309.32,15D,LightGBM,-359.68
2026-04-13,Bihar|Central|Central Mandi,3669.0,3645.43,15D,ARIMA Baseline,-23.57
2026-04-20,Bihar|Central|Central Mandi,,3310.52,15D,LightGBM,
2026-04-20,Bihar|Central|Central Mandi,,3645.43,15D,ARIMA Baseline,
2026-04-27,Bihar|Central|Central Mandi,,3310.07,15D,LightGBM,
2026-04-27,Bihar|Central|Central Mandi,,3645.43,15D,ARIMA Baseline,
2026-05-04,Bihar|Central|Central Mandi,,3316.23,15D,LightGBM,
2026-05-04,Bihar|Central|Central Mandi,,3645.43,15D,ARIMA Baseline,
2026-05-11,Bihar|Central|Central Mandi,,3323.87,15D,LightGBM,
2026-05-11,Bihar|Central|Central Mandi,,3645.43,15D,ARIMA Baseline,
2026-05-18,Bihar|Central|Central Mandi,,3321.31,15D,LightGBM,
2026-05-18,Bihar|Central|Central Mandi,,3645.43,15D,ARIMA Baseline,
2026-05-25,Bihar|Central|Central Mandi,,3315.07,15D,LightGBM,
2026-05-25,Bihar|Central|Central Mandi,,3645.43,15D,ARIMA Baseline,
2026-06-01,Bihar|Central|Central Mandi,,3389.41,15D,LightGBM,
2026-06-01,Bihar|Central|Central Mandi,,3645.43,15D,ARIMA Baseline,
2026-06-08,Bihar|Central|Central Mandi,,3387.07,15D,LightGBM,
2026-06-08,Bihar|Central|Central Mandi,,3645.43,15D,ARIMA Baseline,
2026-06-15,Bihar|Central|Central Mandi,,3386.07,15D,LightGBM,
2026-06-15,Bihar|Central|Central Mandi,,3645.43,15D,ARIMA Baseline,
2026-06-22,Bihar|Central|Central Mandi,,3381.01,15D,LightGBM,
2026-06-22,Bihar|Central|Central Mandi,,3645.43,15D,ARIMA Baseline,
2026-06-29,Bihar|Central|Central Mandi,,3381.46,15D,LightGBM,
2026-06-29,Bihar|Central|Central Mandi,,3645.43,15D,ARIMA Baseline,
2026-07-06,Bihar|Central|Central Mandi,,3435.53,15D,LightGBM,
2026-07-06,Bihar|Central|Central Mandi,,3645.43,15D,ARIMA Baseline,
2026-07-13,Bihar|Central|Central Mandi,,3437.03,15D,LightGBM,
2026-07-13,Bihar|Central|Central Mandi,,3645.43,15D,ARIMA Baseline,
2026-07-20,Bihar|Central|Central Mandi,,3431.57,15D,LightGBM,
2026-07-20,Bihar|Central|Central Mandi,,3645.43,15D,ARIMA Baseline,
2026-07-27,Bihar|Central|Central Mandi,,3436.65,15D,LightGBM,
2026-07-27,Bihar|Central|Central Mandi,,3645.43,15D,ARIMA Baseline,
2026-01-05,Chhattisgarh|Durg|Durg Mandi,3620.0,3304.35,15D,LightGBM,-315.65
2026-01-05,Chhattisgarh|Durg|Durg Mandi,3620.0,3645.43,15D,ARIMA Baseline,25.43
2026-01-12,Chhattisgarh|Durg|Durg Mandi,3623.5,3303.6,15D,LightGBM,-319.9
2026-01-12,Chhattisgarh|Durg|Durg Mandi,3623.5,3645.43,15D,ARIMA Baseline,21.93
2026-01-19,Chhattisgarh|Durg|Durg Mandi,3627.0,3303.83,15D,LightGBM,-323.17
2026-01-19,Chhattisgarh|Durg|Durg Mandi,3627.0,3645.43,15D,ARIMA Baseline,18.43
2026-01-26,Chhattisgarh|Durg|Durg Mandi,3630.5,3303.75,15D,LightGBM,-326.75
2026-01-26,Chhattisgarh|Durg|Durg Mandi,3630.5,3645.43,15D,ARIMA Baseline,14.93
2026-02-02,Chhattisgarh|Durg|Durg Mandi,3634.0,3309.5,15D,LightGBM,-324.5
2026-02-02,Chhattisgarh|Durg|Durg Mandi,3634.0,3645.43,15D,ARIMA Baseline,11.43
2026-02-09,Chhattisgarh|Durg|Durg Mandi,3637.5,3309.21,15D,LightGBM,-328.29
2026-02-09,Chhattisgarh|Durg|Durg Mandi,3637.5,3645.43,15D,ARIMA Baseline,7.93
2026-02-16,Chhattisgarh|Durg|Durg Mandi,3641.0,3308.65,15D,LightGBM,-332.35
2026-02-16,Chhattisgarh|Durg|Durg Mandi,3641.0,3645.43,15D,ARIMA Baseline,4.43
2026-02-23,Chhattisgarh|Durg|Durg Mandi,3644.5,3308.69,15D,LightGBM,-335.81
2026-02-23,Chhattisgarh|Durg|Durg Mandi,3644.5,3645.43,15D,ARIMA Baseline,0.93
2026-03-02,Chhattisgarh|Durg|Durg Mandi,3648.0,3308.57,15D,LightGBM,-339.43
2026-03-02,Chhattisgarh|Durg|Durg Mandi,3648.0,3645.43,15D,ARIMA Baseline,-2.57
2026-03-09,Chhattisgarh|Durg|Durg Mandi,3651.5,3308.55,15D,LightGBM,-342.95
2026-03-09,Chhattisgarh|Durg|Durg Mandi,3651.5,3645.43,15D,ARIMA Baseline,-6.07
2026-03-16,Chhattisgarh|Durg|Durg Mandi,3655.0,3309.33,15D,LightGBM,-345.67
2026-03-16,Chhattisgarh|Durg|Durg Mandi,3655.0,3645.43,15D,ARIMA Baseline,-9.57
2026-03-23,Chhattisgarh|Durg|Durg Mandi,3658.5,3308.74,15D,LightGBM,-349.76
2026-03-23,Chhattisgarh|Durg|Durg Mandi,3658.5,3645.43,15D,ARIMA Baseline,-13.07
2026-03-30,Chhattisgarh|Durg|Durg Mandi,3662.0,3309.21,15D,LightGBM,-352.79
2026-03-30,Chhattisgarh|Durg|Durg Mandi,3662.0,3645.43,15D,ARIMA Baseline,-16.57
2026-04-06,Chhattisgarh|Durg|Durg Mandi,3665.5,3309.17,15D,LightGBM,-356.33
2026-04-06,Chhattisgarh|Durg|Durg Mandi,3665.5,3645.43,15D,ARIMA Baseline,-20.07
2026-04-13,Chhattisgarh|Durg|Durg Mandi,3669.0,3309.32,15D,LightGBM,-359.68
2026-04-13,Chhattisgarh|Durg|Durg Mandi,3669.0,3645.43,15D,ARIMA Baseline,-23.57
2026-04-20,Chhattisgarh|Durg|Durg Mandi,,3310.52,15D,LightGBM,
2026-04-20,Chhattisgarh|Durg|Durg Mandi,,3645.43,15D,ARIMA Baseline,
2026-04-27,Chhattisgarh|Durg|Durg Mandi,,3310.07,15D,LightGBM,
2026-04-27,Chhattisgarh|Durg|Durg Mandi,,3645.43,15D,ARIMA Baseline,
2026-05-04,Chhattisgarh|Durg|Durg Mandi,,3316.23,15D,LightGBM,
2026-05-04,Chhattisgarh|Durg|Durg Mandi,,3645.43,15D,ARIMA Baseline,
2026-05-11,Chhattisgarh|Durg|Durg Mandi,,3323.87,15D,LightGBM,
2026-05-11,Chhattisgarh|Durg|Durg Mandi,,3645.43,15D,ARIMA Baseline,
2026-05-18,Chhattisgarh|Durg|Durg Mandi,,3321.31,15D,LightGBM,
2026-05-18,Chhattisgarh|Durg|Durg Mandi,,3645.43,15D,ARIMA Baseline,
2026-05-25,Chhattisgarh|Durg|Durg Mandi,,3315.07,15D,LightGBM,
2026-05-25,Chhattisgarh|Durg|Durg Mandi,,3645.43,15D,ARIMA Baseline,
2026-06-01,Chhattisgarh|Durg|Durg Mandi,,3389.41,15D,LightGBM,
2026-06-01,Chhattisgarh|Durg|Durg Mandi,,3645.43,15D,ARIMA Baseline,
2026-06-08,Chhattisgarh|Durg|Durg Mandi,,3387.07,15D,LightGBM,
2026-06-08,Chhattisgarh|Durg|Durg Mandi,,3645.43,15D,ARIMA Baseline,
2026-06-15,Chhattisgarh|Durg|Durg Mandi,,3386.07,15D,LightGBM,
2026-06-15,Chhattisgarh|Durg|Durg Mandi,,3645.43,15D,ARIMA Baseline,
2026-06-22,Chhattisgarh|Durg|Durg Mandi,,3381.01,15D,LightGBM,
2026-06-22,Chhattisgarh|Durg|Durg Mandi,,3645.43,15D,ARIMA Baseline,
2026-06-29,Chhattisgarh|Durg|Durg Mandi,,3381.46,15D,LightGBM,
2026-06-29,Chhattisgarh|Durg|Durg Mandi,,3645.43,15D,ARIMA Baseline,
2026-07-06,Chhattisgarh|Durg|Durg Mandi,,3435.53,15D,LightGBM,
2026-07-06,Chhattisgarh|Durg|Durg Mandi,,3645.43,15D,ARIMA Baseline,
2026-07-13,Chhattisgarh|Durg|Durg Mandi,,3437.03,15D,LightGBM,
2026-07-13,Chhattisgarh|Durg|Durg Mandi,,3645.43,15D,ARIMA Baseline,
2026-07-20,Chhattisgarh|Durg|Durg Mandi,,3431.57,15D,LightGBM,
2026-07-20,Chhattisgarh|Durg|Durg Mandi,,3645.43,15D,ARIMA Baseline,
2026-07-27,Chhattisgarh|Durg|Durg Mandi,,3436.65,15D,LightGBM,
2026-07-27,Chhattisgarh|Durg|Durg Mandi,,3645.43,15D,ARIMA Baseline,
2026-01-05,Chhattisgarh|Raipur|Raipur Mandi,3620.0,3304.35,15D,LightGBM,-315.65
2026-01-05,Chhattisgarh|Raipur|Raipur Mandi,3620.0,3645.43,15D,ARIMA Baseline,25.43
2026-01-12,Chhattisgarh|Raipur|Raipur Mandi,3623.5,3303.6,15D,LightGBM,-319.9
2026-01-12,Chhattisgarh|Raipur|Raipur Mandi,3623.5,3645.43,15D,ARIMA Baseline,21.93
2026-01-19,Chhattisgarh|Raipur|Raipur Mandi,3627.0,3303.83,15D,LightGBM,-323.17
2026-01-19,Chhattisgarh|Raipur|Raipur Mandi,3627.0,3645.43,15D,ARIMA Baseline,18.43
2026-01-26,Chhattisgarh|Raipur|Raipur Mandi,3630.5,3303.75,15D,LightGBM,-326.75
2026-01-26,Chhattisgarh|Raipur|Raipur Mandi,3630.5,3645.43,15D,ARIMA Baseline,14.93
2026-02-02,Chhattisgarh|Raipur|Raipur Mandi,3634.0,3309.5,15D,LightGBM,-324.5
2026-02-02,Chhattisgarh|Raipur|Raipur Mandi,3634.0,3645.43,15D,ARIMA Baseline,11.43
2026-02-09,Chhattisgarh|Raipur|Raipur Mandi,3637.5,3309.21,15D,LightGBM,-328.29
2026-02-09,Chhattisgarh|Raipur|Raipur Mandi,3637.5,3645.43,15D,ARIMA Baseline,7.93
2026-02-16,Chhattisgarh|Raipur|Raipur Mandi,3641.0,3308.65,15D,LightGBM,-332.35
2026-02-16,Chhattisgarh|Raipur|Raipur Mandi,3641.0,3645.43,15D,ARIMA Baseline,4.43
2026-02-23,Chhattisgarh|Raipur|Raipur Mandi,3644.5,3308.69,15D,LightGBM,-335.81
2026-02-23,Chhattisgarh|Raipur|Raipur Mandi,3644.5,3645.43,15D,ARIMA Baseline,0.93
2026-03-02,Chhattisgarh|Raipur|Raipur Mandi,3648.0,3308.57,15D,LightGBM,-339.43
2026-03-02,Chhattisgarh|Raipur|Raipur Mandi,3648.0,3645.43,15D,ARIMA Baseline,-2.57
2026-03-09,Chhattisgarh|Raipur|Raipur Mandi,3651.5,3308.55,15D,LightGBM,-342.95
2026-03-09,Chhattisgarh|Raipur|Raipur Mandi,3651.5,3645.43,15D,ARIMA Baseline,-6.07
2026-03-16,Chhattisgarh|Raipur|Raipur Mandi,3655.0,3309.33,15D,LightGBM,-345.67
2026-03-16,Chhattisgarh|Raipur|Raipur Mandi,3655.0,3645.43,15D,ARIMA Baseline,-9.57
2026-03-23,Chhattisgarh|Raipur|Raipur Mandi,3658.5,3308.74,15D,LightGBM,-349.76
2026-03-23,Chhattisgarh|Raipur|Raipur Mandi,3658.5,3645.43,15D,ARIMA Baseline,-13.07
2026-03-30,Chhattisgarh|Raipur|Raipur Mandi,3662.0,3309.21,15D,LightGBM,-352.79
2026-03-30,Chhattisgarh|Raipur|Raipur Mandi,3662.0,3645.43,15D,ARIMA Baseline,-16.57
2026-04-06,Chhattisgarh|Raipur|Raipur Mandi,3665.5,3309.17,15D,LightGBM,-356.33
2026-04-06,Chhattisgarh|Raipur|Raipur Mandi,3665.5,3645.43,15D,ARIMA Baseline,-20.07
2026-04-13,Chhattisgarh|Raipur|Raipur Mandi,3669.0,3309.32,15D,LightGBM,-359.68
2026-04-13,Chhattisgarh|Raipur|Raipur Mandi,3669.0,3645.43,15D,ARIMA Baseline,-23.57
2026-04-20,Chhattisgarh|Raipur|Raipur Mandi,,3310.52,15D,LightGBM,
2026-04-20,Chhattisgarh|Raipur|Raipur Mandi,,3645.43,15D,ARIMA Baseline,
2026-04-27,Chhattisgarh|Raipur|Raipur Mandi,,3310.07,15D,LightGBM,
2026-04-27,Chhattisgarh|Raipur|Raipur Mandi,,3645.43,15D,ARIMA Baseline,
2026-05-04,Chhattisgarh|Raipur|Raipur Mandi,,3316.23,15D,LightGBM,
2026-05-04,Chhattisgarh|Raipur|Raipur Mandi,,3645.43,15D,ARIMA Baseline,
2026-05-11,Chhattisgarh|Raipur|Raipur Mandi,,3323.87,15D,LightGBM,
2026-05-11,Chhattisgarh|Raipur|Raipur Mandi,,3645.43,15D,ARIMA Baseline,
2026-05-18,Chhattisgarh|Raipur|Raipur Mandi,,3321.31,15D,LightGBM,
2026-05-18,Chhattisgarh|Raipur|Raipur Mandi,,3645.43,15D,ARIMA Baseline,
2026-05-25,Chhattisgarh|Raipur|Raipur Mandi,,3315.07,15D,LightGBM,
2026-05-25,Chhattisgarh|Raipur|Raipur Mandi,,3645.43,15D,ARIMA Baseline,
2026-06-01,Chhattisgarh|Raipur|Raipur Mandi,,3389.41,15D,LightGBM,
2026-06-01,Chhattisgarh|Raipur|Raipur Mandi,,3645.43,15D,ARIMA Baseline,
2026-06-08,Chhattisgarh|Raipur|Raipur Mandi,,3387.07,15D,LightGBM,
2026-06-08,Chhattisgarh|Raipur|Raipur Mandi,,3645.43,15D,ARIMA Baseline,
2026-06-15,Chhattisgarh|Raipur|Raipur Mandi,,3386.07,15D,LightGBM,
2026-06-15,Chhattisgarh|Raipur|Raipur Mandi,,3645.43,15D,ARIMA Baseline,
2026-06-22,Chhattisgarh|Raipur|Raipur Mandi,,3381.01,15D,LightGBM,
2026-06-22,Chhattisgarh|Raipur|Raipur Mandi,,3645.43,15D,ARIMA Baseline,
2026-06-29,Chhattisgarh|Raipur|Raipur Mandi,,3381.46,15D,LightGBM,
2026-06-29,Chhattisgarh|Raipur|Raipur Mandi,,3645.43,15D,ARIMA Baseline,
2026-07-06,Chhattisgarh|Raipur|Raipur Mandi,,3435.53,15D,LightGBM,
2026-07-06,Chhattisgarh|Raipur|Raipur Mandi,,3645.43,15D,ARIMA Baseline,
2026-07-13,Chhattisgarh|Raipur|Raipur Mandi,,3437.03,15D,LightGBM,
